ticker,recommendationMean,numberOfAnalystOpinions,beta,trailingEps,forwardEps,forwardPE,priceToBook,priceToFcf,enterpriseToRevenue,enterpriseToEbitda,ebitdaMargins,profitMargins,revenueGrowth,payoutRatio,debtToEquity,returnOnAssets,returnOnEquity,quickRatio,currentRatio,zacks_rank
AAOI,2.3,2.0,1.3022328187111067,0.0006682138770022357,-0.4957386858950385,-0.9396868886800867,0.06320286262408527,-0.10813943854528141,0.6699606362271134,-0.7960875691312957,-0.3867755747829591,-0.48196167166522885,-1.1867883495696894,-0.4279829302322979,-0.5339394802101755,-1.0516888261157509,-1.290693530860111,-0.9173398523575389,-0.9670135355705715,2.0
AAON,2.2,3.0,-1.663035727493068,-0.1358313994772892,-0.8062235045750361,-1.321947648617896,-0.9785425939230139,-3.6613397512305683,0.005633123179817156,-0.024864046821070303,0.5893202254061893,0.729768737801463,2.467622290582462,0.2304880944782654,1.3610074554706741,1.0579486444132218,0.4108044934232928,-0.26967801928478696,0.7730429721897394,2.0
AAP,3.0,17.0,-0.4165418457327648,0.4508477358607196,0.3421633298936865,-0.19868252615011933,0.6961040508321515,-1.3731889405530695,-0.36626117717277257,0.28936386719653867,0.20138090487906574,0.2537280836703766,0.1321712529278255,2.733729952657495,-0.47925911103454794,-0.21883959538097655,-0.07847243810344208,-0.7147164339507127,-0.4714956968506612,4.0
AAPL,2.0,40.0,-0.5604776387140622,0.7094822965258173,0.3247659189065601,-0.5275191526651082,-2.6569982354842034,-0.35595097134886794,0.9637571813200314,0.02623379621428821,0.6539899907519796,0.6579430784425392,-0.31903383593903467,2.515906390509785,-1.684514624520798,1.9624537780896907,2.489742534371178,-0.3738879067068688,-0.496055643663436,3.0
AAT,3.2,3.0,-0.058625372285189034,-0.9470036899611014,-0.3456361062213657,0.06106421182620389,1.0975033656015982,-2.1786235709971336,-0.778666771236757,-1.3681449247304307,-0.4388072268488642,-0.9870871575957508,-0.6842992486651974,1.2348394343398466,-0.9372392078309596,-0.22682157951683593,-0.8714555947454364,0.07379851801586708,-0.08221623167603272,3.0
ABCL,1.8,8.0,-1.308768235210722,0.33852138730512704,0.6350019755668032,0.33872199163324895,0.5449311770113688,-0.03610609961524758,-0.27337913633831645,-0.08866580354181552,-0.26257785235297254,-0.1446745263602706,-0.7774170849649124,-0.08938089966624851,0.43176520311861843,0.8391053151083729,0.8004285012961277,0.08537045457055736,0.1719978125863204,3.0
ABEV,2.2,7.0,-0.7439035278062417,0.960680882679816,0.4133914878616795,0.49716579725498555,0.6653605388338154,0.8610179256521844,-0.5723249212771206,-0.808778859799218,0.8806917120882939,1.374343081042206,-0.243027706997376,-0.3237088236022043,1.0160719358545878,1.5407844897511993,1.2136413257069618,-0.511627796037385,-0.42148567733287234,2.0
ABG,2.4,6.0,-0.7766655199172918,0.5377122570995135,0.3972018613473845,0.00033410973347764583,0.45541264068304765,-0.6120116053661366,-0.7244810258713325,-0.20467638768287186,0.16101836951220053,0.3557918293098525,-0.0830680312418099,-0.49445532949634724,0.45787681754326126,0.9658468170052894,0.9526032047228449,-0.36179596564189814,-0.19782762128276318,3.0
ABM,2.1,5.0,-0.16429184241814695,0.37534137566847287,0.46302836799393265,0.03914481639192965,0.41396033139300664,0.16340399587798374,-0.6401546219632224,-0.277170613008722,-0.5822609472917801,-0.02753613135203362,-0.27513241144489997,0.20326324720133,0.003401848758709632,-0.021482370052214567,0.12389087759074018,-0.08912091835148496,-0.23739448793417084,3.0
ABNB,2.6,33.0,-0.7792424425578725,1.1191554968532584,-0.5451950083795297,0.06385231288788591,-1.5456548353202797,-0.15698783862759882,1.4090085724296337,0.3514959015381508,1.6965838892952088,1.6072638657588694,-0.47644752884754055,0.0,0.7690702460966992,1.637620002072936,1.2250573886749607,-0.5411826318817783,0.44691932464724893,3.0
ABT,2.0,19.0,-0.784897248159285,0.1928504142705894,0.4139766716579655,-0.0813849701169095,-0.07471171618127663,-0.053104662495495975,-0.129819794098468,0.3271302107176491,0.8259679983269038,0.7826113068320465,-1.1969902423121601,2.6630420800205585,0.21853007482494502,0.9214564331174405,0.9120063822691592,-0.9223559011862874,-1.0325662415235597,3.0
ABUS,2.0,5.0,1.4513112334596,0.11491666926225957,0.22994319957746742,0.10278223631912027,0.22162645331595174,-0.04478864137948327,-0.2493421317740219,0.10011505696156792,0.48674955684133275,0.39810787811463644,-0.7121182089919346,-0.08938089966624851,0.5179095505131102,-0.41645712780452376,-0.05518788020184915,-0.08366467547760842,-0.13059296149008925,3.0
ACA,2.2,5.0,-1.4994064190968377,0.6424431747503004,-0.14184333018227024,-0.6473709957020668,0.7293481576553867,-0.03994438460035875,0.1080071284517491,-0.25415719346050086,0.40255088413576523,0.5238636465667849,-0.5925677288317361,-0.32680628923812993,1.114752439263477,-0.02386751169341463,0.3440878682422798,-0.056829138503397165,1.2022302557415157,2.0
ACAD,2.4,15.0,-0.5293556886165356,0.3400298824677276,0.9763023695040507,-2.1292016307078807,-2.3869222167670214,10.19495791224323,-0.2486185688815253,-0.7203508819861234,0.20213909988643297,0.1836454438493247,-0.1673562899951464,-0.08938089966624851,0.3094514741857578,0.2986493831206154,0.40576955017522454,-0.9542068193378843,-0.9916581406011724,3.0
ACB,2.9,3.0,3.2473052531440674,-5.440617025593908,-1.4843511963237783,0.5015142767964444,0.6489144275900428,0.501752428969083,-0.7805853918673872,-0.29560062108570095,-1.8712217219753493,0.34682446946361606,0.65325694385039,-0.36819365556048816,0.6127136105716353,-1.2736788132854617,-2.817584382675799,-0.41957138979278175,-0.38050592894643986,2.0
ACCD,2.0,15.0,1.4058659434769236,0.27096897312785434,0.0889985630381153,0.8229097758254993,0.24446056001114472,-0.20972035960736782,-0.17049699825422182,-0.5259025843103532,-0.2739407163412562,-0.1996689156089727,-0.18518601813313781,-0.27683188708614603,-0.7527803297102675,-0.1568260561890807,-0.2280369335516449,-0.2737809725045994,-0.2974842952643557,3.0
ACEL,2.0,3.0,0.1814277204535328,0.9516276337411005,1.141777594026385,-0.07296331237187084,0.5405727828049034,0.3095042279525354,-0.8363181383360138,0.3223971017688742,0.36484951531888776,0.553435916908722,-0.2526578086220107,-0.37796447300922725,-0.8317407538827851,0.8058630242291768,1.023571989165143,1.5468425594422026,1.4289110250024843,3.0
ACGL,1.9,12.0,-0.975695588089886,-0.8871695590781934,-0.7708978316457316,-0.960279940977589,0.05917398272703636,-0.9552467908310678,1.7754614019875785,1.4933306797699204,0.6734286946745085,1.7558298505199315,1.28334685292254,-1.6112090269627068,0.8523957052374996,1.0812893235804475,0.2604913583965743,0.006370306004365268,0.3372923369298971,1.0
ACHC,2.1,12.0,0.39946254396551056,0.23700417432112303,0.19474155189790074,-0.09360799224346382,0.4137354320762454,4.2808702656112985,1.4594197466829097,0.22050639886773685,1.401937392852368,1.063165436146147,0.08261850227590053,-0.42918878233455654,0.3807356303604086,0.38205776311796946,0.13138368435058337,-0.408651896539644,-0.4898478844407245,3.0
ACIW,1.8,4.0,-0.01869176459924821,0.32515949874209293,0.3552732872466638,0.030044578250423146,0.4725732558758694,-0.19308882636698582,-0.3087399062552503,0.16443282933065065,0.5063655155328581,0.54586577519255,-0.5086800690212493,-0.24097197280684504,-0.1295711362874839,0.552672830265174,0.47463548638452036,-0.7268511611587636,-0.4752928377321306,3.0
ACLS,2.2,4.0,0.8083881526205723,-0.2012731101649438,-0.01146324758054406,0.18674231200822494,-0.5927297908890033,0.1608318517089579,0.5685955435595826,-0.049272188806959744,0.3227284340540903,0.5355782309857676,0.6837401754457391,-0.5085413719321813,0.5225456664464017,1.0403297983551925,0.3128238974741291,0.0031716311436179637,0.014556888616564357,1.0
ACM,1.6,10.0,0.13655696222055946,0.3526068088531121,-0.023026758026454833,-0.24648388669874105,-0.7082452113633778,0.02625757339911964,-0.42635884827147075,-0.22339508147038045,0.07419381050771984,0.07257498148580521,-0.14636288271371345,2.518810473220293,-0.8982917273157842,0.1781646041448916,0.053095216544500924,-0.9470586468514177,-0.899192917428527,2.0
ACMR,2.1,8.0,-1.0361431409822204,0.25920264329688386,1.3431285826442414,0.30150775225737186,0.6814151881061511,0.30041882196944864,-0.9091077336764151,-0.2762125607823324,0.23491794844541714,0.308274611430587,1.0780869357761824,-0.5085413719321813,0.5353353762622871,-0.1841327715700744,-0.23013328647192133,-0.9279146414920798,-0.8448488563123113,1.0
ACN,2.1,21.0,0.3727506533387703,0.2275254430720369,-0.37181294836644513,-1.0101265942429831,-1.3104212128495372,0.2181311966107836,0.3127967007676955,-0.13416742626670589,0.05435651361740565,0.3609877928376345,-0.2525814057623969,0.37365425437696176,0.9482134788693735,1.4075587167537678,1.2415261388929923,-0.35087897891896747,-0.451600235661443,3.0
ACNT,1.0,1.0,-1.9337587526432423,-0.5662655483719136,1.4858687949058957,1.0840888923498895,0.3173699207442375,-0.12137004911450809,-0.37942642624971695,3.563746990049725,-1.506874981515013,-1.7449299694127312,-1.1466516070203008,-0.531587216779308,-2.2114674054458856,-1.3209132325194384,-1.2467102772689598,-0.6696315587045735,0.7516513894394623,4.0
